"lug_type","b","ncp","cv_type","rr","rho","d","big_T","num_sims","use"
"Mother",0,0.0805766715619353,"fixed",0.634,0,2,500,1000,"error_rates"
"Mother",0.01,0.0805766715619353,"fixed",0.63,0,2,500,1000,"error_rates"
"Mother",0.02,0.0805766715619353,"fixed",0.617,0,2,500,1000,"error_rates"
"Mother",0.0282012144570593,0.0805766715619353,"fixed",0.611,0,2,500,1000,"error_rates"
"Mother",0.0290736536914609,0.0805766715619353,"fixed",0.611,0,2,500,1000,"error_rates"
"Mother",0.0294830213147501,0.0805766715619353,"fixed",0.613,0,2,500,1000,"error_rates"
"Mother",0.03,0.0805766715619353,"fixed",0.615,0,2,500,1000,"error_rates"
"Mother",0.04,0.0805766715619353,"fixed",0.603,0,2,500,1000,"error_rates"
"Mother",0.0413162104653558,0.0805766715619353,"fixed",0.605,0,2,500,1000,"error_rates"
"Mother",0.05,0.0805766715619353,"fixed",0.594,0,2,500,1000,"error_rates"
"Mother",0.06,0.0805766715619353,"fixed",0.585,0,2,500,1000,"error_rates"
"Mother",0.07,0.0805766715619353,"fixed",0.577,0,2,500,1000,"error_rates"
"Mother",0.08,0.0805766715619353,"fixed",0.569,0,2,500,1000,"error_rates"
"Mother",0.09,0.0805766715619353,"fixed",0.565,0,2,500,1000,"error_rates"
"Mother",0.1,0.0805766715619353,"fixed",0.556,0,2,500,1000,"error_rates"
"Mother",0.11,0.0805766715619353,"fixed",0.553,0,2,500,1000,"error_rates"
"Mother",0.12,0.0805766715619353,"fixed",0.546,0,2,500,1000,"error_rates"
"Mother",0.13,0.0805766715619353,"fixed",0.54,0,2,500,1000,"error_rates"
"Mother",0.14,0.0805766715619353,"fixed",0.538,0,2,500,1000,"error_rates"
"Mother",0.15,0.0805766715619353,"fixed",0.533,0,2,500,1000,"error_rates"
"Mother",0.16,0.0805766715619353,"fixed",0.524,0,2,500,1000,"error_rates"
"Mother",0.17,0.0805766715619353,"fixed",0.515,0,2,500,1000,"error_rates"
"Mother",0.18,0.0805766715619353,"fixed",0.504,0,2,500,1000,"error_rates"
"Mother",0.19,0.0805766715619353,"fixed",0.501,0,2,500,1000,"error_rates"
"Mother",0.2,0.0805766715619353,"fixed",0.486,0,2,500,1000,"error_rates"
"Mother",0.25,0.0805766715619353,"fixed",0.462,0,2,500,1000,"error_rates"
"Mother",0.3,0.0805766715619353,"fixed",0.451,0,2,500,1000,"error_rates"
"Mother",0.35,0.0805766715619353,"fixed",0.441,0,2,500,1000,"error_rates"
"Mother",0.4,0.0805766715619353,"fixed",0.43,0,2,500,1000,"error_rates"
"Mother",0.45,0.0805766715619353,"fixed",0.423,0,2,500,1000,"error_rates"
"Mother",0.5,0.0805766715619353,"fixed",0.422,0,2,500,1000,"error_rates"
"Zero",0,0.0805766715619353,"small",0.634,0,2,500,1000,"error_rates"
"Zero",0.01,0.0805766715619353,"small",0.64,0,2,500,1000,"error_rates"
"Zero",0.02,0.0805766715619353,"small",0.658,0,2,500,1000,"error_rates"
"Zero",0.0282012144570593,0.0805766715619353,"small",0.663,0,2,500,1000,"error_rates"
"Zero",0.0290736536914609,0.0805766715619353,"small",0.663,0,2,500,1000,"error_rates"
"Zero",0.0294830213147501,0.0805766715619353,"small",0.663,0,2,500,1000,"error_rates"
"Zero",0.03,0.0805766715619353,"small",0.666,0,2,500,1000,"error_rates"
"Zero",0.04,0.0805766715619353,"small",0.686,0,2,500,1000,"error_rates"
"Zero",0.0413162104653558,0.0805766715619353,"small",0.691,0,2,500,1000,"error_rates"
"Zero",0.05,0.0805766715619353,"small",0.701,0,2,500,1000,"error_rates"
"Zero",0.06,0.0805766715619353,"small",0.715,0,2,500,1000,"error_rates"
"Zero",0.07,0.0805766715619353,"small",0.721,0,2,500,1000,"error_rates"
"Zero",0.08,0.0805766715619353,"small",0.739,0,2,500,1000,"error_rates"
"Zero",0.09,0.0805766715619353,"small",0.748,0,2,500,1000,"error_rates"
"Zero",0.1,0.0805766715619353,"small",0.762,0,2,500,1000,"error_rates"
"Zero",0.11,0.0805766715619353,"small",0.761,0,2,500,1000,"error_rates"
"Zero",0.12,0.0805766715619353,"small",0.77,0,2,500,1000,"error_rates"
"Zero",0.13,0.0805766715619353,"small",0.78,0,2,500,1000,"error_rates"
"Zero",0.14,0.0805766715619353,"small",0.792,0,2,500,1000,"error_rates"
"Zero",0.15,0.0805766715619353,"small",0.805,0,2,500,1000,"error_rates"
"Zero",0.16,0.0805766715619353,"small",0.819,0,2,500,1000,"error_rates"
"Zero",0.17,0.0805766715619353,"small",0.821,0,2,500,1000,"error_rates"
"Zero",0.18,0.0805766715619353,"small",0.829,0,2,500,1000,"error_rates"
"Zero",0.19,0.0805766715619353,"small",0.836,0,2,500,1000,"error_rates"
"Zero",0.2,0.0805766715619353,"small",0.837,0,2,500,1000,"error_rates"
"Zero",0.25,0.0805766715619353,"small",0.861,0,2,500,1000,"error_rates"
"Zero",0.3,0.0805766715619353,"small",0.892,0,2,500,1000,"error_rates"
"Zero",0.35,0.0805766715619353,"small",0.916,0,2,500,1000,"error_rates"
"Zero",0.4,0.0805766715619353,"small",0.934,0,2,500,1000,"error_rates"
"Zero",0.45,0.0805766715619353,"small",0.939,0,2,500,1000,"error_rates"
"Zero",0.5,0.0805766715619353,"small",0.953,0,2,500,1000,"error_rates"
"Mother",0,0.0805766715619353,"small",0.634,0,2,500,1000,"error_rates"
"Mother",0.01,0.0805766715619353,"small",0.64,0,2,500,1000,"error_rates"
"Mother",0.02,0.0805766715619353,"small",0.641,0,2,500,1000,"error_rates"
"Mother",0.0282012144570593,0.0805766715619353,"small",0.656,0,2,500,1000,"error_rates"
"Mother",0.0290736536914609,0.0805766715619353,"small",0.655,0,2,500,1000,"error_rates"
"Mother",0.0294830213147501,0.0805766715619353,"small",0.656,0,2,500,1000,"error_rates"
"Mother",0.03,0.0805766715619353,"small",0.656,0,2,500,1000,"error_rates"
"Mother",0.04,0.0805766715619353,"small",0.662,0,2,500,1000,"error_rates"
"Mother",0.0413162104653558,0.0805766715619353,"small",0.662,0,2,500,1000,"error_rates"
"Mother",0.05,0.0805766715619353,"small",0.675,0,2,500,1000,"error_rates"
"Mother",0.06,0.0805766715619353,"small",0.681,0,2,500,1000,"error_rates"
"Mother",0.07,0.0805766715619353,"small",0.687,0,2,500,1000,"error_rates"
"Mother",0.08,0.0805766715619353,"small",0.694,0,2,500,1000,"error_rates"
"Mother",0.09,0.0805766715619353,"small",0.698,0,2,500,1000,"error_rates"
"Mother",0.1,0.0805766715619353,"small",0.713,0,2,500,1000,"error_rates"
"Mother",0.11,0.0805766715619353,"small",0.721,0,2,500,1000,"error_rates"
"Mother",0.12,0.0805766715619353,"small",0.723,0,2,500,1000,"error_rates"
"Mother",0.13,0.0805766715619353,"small",0.733,0,2,500,1000,"error_rates"
"Mother",0.14,0.0805766715619353,"small",0.736,0,2,500,1000,"error_rates"
"Mother",0.15,0.0805766715619353,"small",0.741,0,2,500,1000,"error_rates"
"Mother",0.16,0.0805766715619353,"small",0.744,0,2,500,1000,"error_rates"
"Mother",0.17,0.0805766715619353,"small",0.754,0,2,500,1000,"error_rates"
"Mother",0.18,0.0805766715619353,"small",0.763,0,2,500,1000,"error_rates"
"Mother",0.19,0.0805766715619353,"small",0.763,0,2,500,1000,"error_rates"
"Mother",0.2,0.0805766715619353,"small",0.768,0,2,500,1000,"error_rates"
"Mother",0.25,0.0805766715619353,"small",0.789,0,2,500,1000,"error_rates"
"Mother",0.3,0.0805766715619353,"small",0.816,0,2,500,1000,"error_rates"
"Mother",0.35,0.0805766715619353,"small",0.834,0,2,500,1000,"error_rates"
"Mother",0.4,0.0805766715619353,"small",0.849,0,2,500,1000,"error_rates"
"Mother",0.45,0.0805766715619353,"small",0.862,0,2,500,1000,"error_rates"
"Mother",0.5,0.0805766715619353,"small",0.879,0,2,500,1000,"error_rates"
"Zero",0,0.0805766715619353,"fixed",0.625,0,2,500,1000,"error_rates"
"Zero",0.01,0.0805766715619353,"fixed",0.618,0,2,500,1000,"error_rates"
"Zero",0.02,0.0805766715619353,"fixed",0.6,0,2,500,1000,"error_rates"
"Zero",0.0282012144570593,0.0805766715619353,"fixed",0.573,0,2,500,1000,"error_rates"
"Zero",0.0290736536914609,0.0805766715619353,"fixed",0.571,0,2,500,1000,"error_rates"
"Zero",0.0294830213147501,0.0805766715619353,"fixed",0.572,0,2,500,1000,"error_rates"
"Zero",0.03,0.0805766715619353,"fixed",0.573,0,2,500,1000,"error_rates"
"Zero",0.04,0.0805766715619353,"fixed",0.542,0,2,500,1000,"error_rates"
"Zero",0.0413162104653558,0.0805766715619353,"fixed",0.543,0,2,500,1000,"error_rates"
"Zero",0.05,0.0805766715619353,"fixed",0.516,0,2,500,1000,"error_rates"
"Zero",0.06,0.0805766715619353,"fixed",0.481,0,2,500,1000,"error_rates"
"Zero",0.07,0.0805766715619353,"fixed",0.449,0,2,500,1000,"error_rates"
"Zero",0.08,0.0805766715619353,"fixed",0.42,0,2,500,1000,"error_rates"
"Zero",0.09,0.0805766715619353,"fixed",0.364,0,2,500,1000,"error_rates"
"Zero",0.1,0.0805766715619353,"fixed",0.323,0,2,500,1000,"error_rates"
"Zero",0.11,0.0805766715619353,"fixed",0.268,0,2,500,1000,"error_rates"
"Zero",0.12,0.0805766715619353,"fixed",0.205,0,2,500,1000,"error_rates"
"Zero",0.13,0.0805766715619353,"fixed",0.158,0,2,500,1000,"error_rates"
"Zero",0.14,0.0805766715619353,"fixed",0.101,0,2,500,1000,"error_rates"
"Zero",0.15,0.0805766715619353,"fixed",0.048,0,2,500,1000,"error_rates"
"Zero",0.16,0.0805766715619353,"fixed",0.059,0,2,500,1000,"error_rates"
"Zero",0.17,0.0805766715619353,"fixed",0.055,0,2,500,1000,"error_rates"
"Zero",0.18,0.0805766715619353,"fixed",0.066,0,2,500,1000,"error_rates"
"Zero",0.19,0.0805766715619353,"fixed",0.066,0,2,500,1000,"error_rates"
"Zero",0.2,0.0805766715619353,"fixed",0.071,0,2,500,1000,"error_rates"
"Zero",0.25,0.0805766715619353,"fixed",0.1,0,2,500,1000,"error_rates"
"Zero",0.3,0.0805766715619353,"fixed",0.119,0,2,500,1000,"error_rates"
"Zero",0.35,0.0805766715619353,"fixed",0.127,0,2,500,1000,"error_rates"
"Zero",0.4,0.0805766715619353,"fixed",0.148,0,2,500,1000,"error_rates"
"Zero",0.45,0.0805766715619353,"fixed",0.157,0,2,500,1000,"error_rates"
"Zero",0.5,0.0805766715619353,"fixed",0.161,0,2,500,1000,"error_rates"
"Mother",0,0.0805766715619353,"fixed",0.634,0,2,500,1000,"error_rates"
"Mother",0.01,0.0805766715619353,"fixed",0.63,0,2,500,1000,"error_rates"
"Mother",0.02,0.0805766715619353,"fixed",0.617,0,2,500,1000,"error_rates"
"Mother",0.0282012144570593,0.0805766715619353,"fixed",0.611,0,2,500,1000,"error_rates"
"Mother",0.0290736536914609,0.0805766715619353,"fixed",0.611,0,2,500,1000,"error_rates"
"Mother",0.0294830213147501,0.0805766715619353,"fixed",0.613,0,2,500,1000,"error_rates"
"Mother",0.03,0.0805766715619353,"fixed",0.615,0,2,500,1000,"error_rates"
"Mother",0.04,0.0805766715619353,"fixed",0.603,0,2,500,1000,"error_rates"
"Mother",0.0413162104653558,0.0805766715619353,"fixed",0.605,0,2,500,1000,"error_rates"
"Mother",0.05,0.0805766715619353,"fixed",0.594,0,2,500,1000,"error_rates"
"Mother",0.06,0.0805766715619353,"fixed",0.585,0,2,500,1000,"error_rates"
"Mother",0.07,0.0805766715619353,"fixed",0.577,0,2,500,1000,"error_rates"
"Mother",0.08,0.0805766715619353,"fixed",0.569,0,2,500,1000,"error_rates"
"Mother",0.09,0.0805766715619353,"fixed",0.565,0,2,500,1000,"error_rates"
"Mother",0.1,0.0805766715619353,"fixed",0.556,0,2,500,1000,"error_rates"
"Mother",0.11,0.0805766715619353,"fixed",0.553,0,2,500,1000,"error_rates"
"Mother",0.12,0.0805766715619353,"fixed",0.546,0,2,500,1000,"error_rates"
"Mother",0.13,0.0805766715619353,"fixed",0.54,0,2,500,1000,"error_rates"
"Mother",0.14,0.0805766715619353,"fixed",0.538,0,2,500,1000,"error_rates"
"Mother",0.15,0.0805766715619353,"fixed",0.533,0,2,500,1000,"error_rates"
"Mother",0.16,0.0805766715619353,"fixed",0.524,0,2,500,1000,"error_rates"
"Mother",0.17,0.0805766715619353,"fixed",0.515,0,2,500,1000,"error_rates"
"Mother",0.18,0.0805766715619353,"fixed",0.504,0,2,500,1000,"error_rates"
"Mother",0.19,0.0805766715619353,"fixed",0.501,0,2,500,1000,"error_rates"
"Mother",0.2,0.0805766715619353,"fixed",0.486,0,2,500,1000,"error_rates"
"Mother",0.25,0.0805766715619353,"fixed",0.462,0,2,500,1000,"error_rates"
"Mother",0.3,0.0805766715619353,"fixed",0.451,0,2,500,1000,"error_rates"
"Mother",0.35,0.0805766715619353,"fixed",0.441,0,2,500,1000,"error_rates"
"Mother",0.4,0.0805766715619353,"fixed",0.43,0,2,500,1000,"error_rates"
"Mother",0.45,0.0805766715619353,"fixed",0.423,0,2,500,1000,"error_rates"
"Mother",0.5,0.0805766715619353,"fixed",0.422,0,2,500,1000,"error_rates"
"Zero",0,0.0805766715619353,"small",0.634,0,2,500,1000,"error_rates"
"Zero",0.01,0.0805766715619353,"small",0.64,0,2,500,1000,"error_rates"
"Zero",0.02,0.0805766715619353,"small",0.658,0,2,500,1000,"error_rates"
"Zero",0.0282012144570593,0.0805766715619353,"small",0.663,0,2,500,1000,"error_rates"
"Zero",0.0290736536914609,0.0805766715619353,"small",0.663,0,2,500,1000,"error_rates"
"Zero",0.0294830213147501,0.0805766715619353,"small",0.663,0,2,500,1000,"error_rates"
"Zero",0.03,0.0805766715619353,"small",0.666,0,2,500,1000,"error_rates"
"Zero",0.04,0.0805766715619353,"small",0.686,0,2,500,1000,"error_rates"
"Zero",0.0413162104653558,0.0805766715619353,"small",0.691,0,2,500,1000,"error_rates"
"Zero",0.05,0.0805766715619353,"small",0.701,0,2,500,1000,"error_rates"
"Zero",0.06,0.0805766715619353,"small",0.715,0,2,500,1000,"error_rates"
"Zero",0.07,0.0805766715619353,"small",0.721,0,2,500,1000,"error_rates"
"Zero",0.08,0.0805766715619353,"small",0.739,0,2,500,1000,"error_rates"
"Zero",0.09,0.0805766715619353,"small",0.748,0,2,500,1000,"error_rates"
"Zero",0.1,0.0805766715619353,"small",0.762,0,2,500,1000,"error_rates"
"Zero",0.11,0.0805766715619353,"small",0.761,0,2,500,1000,"error_rates"
"Zero",0.12,0.0805766715619353,"small",0.77,0,2,500,1000,"error_rates"
"Zero",0.13,0.0805766715619353,"small",0.78,0,2,500,1000,"error_rates"
"Zero",0.14,0.0805766715619353,"small",0.792,0,2,500,1000,"error_rates"
"Zero",0.15,0.0805766715619353,"small",0.805,0,2,500,1000,"error_rates"
"Zero",0.16,0.0805766715619353,"small",0.819,0,2,500,1000,"error_rates"
"Zero",0.17,0.0805766715619353,"small",0.821,0,2,500,1000,"error_rates"
"Zero",0.18,0.0805766715619353,"small",0.829,0,2,500,1000,"error_rates"
"Zero",0.19,0.0805766715619353,"small",0.836,0,2,500,1000,"error_rates"
"Zero",0.2,0.0805766715619353,"small",0.837,0,2,500,1000,"error_rates"
"Zero",0.25,0.0805766715619353,"small",0.861,0,2,500,1000,"error_rates"
"Zero",0.3,0.0805766715619353,"small",0.892,0,2,500,1000,"error_rates"
"Zero",0.35,0.0805766715619353,"small",0.916,0,2,500,1000,"error_rates"
"Zero",0.4,0.0805766715619353,"small",0.934,0,2,500,1000,"error_rates"
"Zero",0.45,0.0805766715619353,"small",0.939,0,2,500,1000,"error_rates"
"Zero",0.5,0.0805766715619353,"small",0.953,0,2,500,1000,"error_rates"
"Mother",0,0.0805766715619353,"small",0.634,0,2,500,1000,"error_rates"
"Mother",0.01,0.0805766715619353,"small",0.64,0,2,500,1000,"error_rates"
"Mother",0.02,0.0805766715619353,"small",0.641,0,2,500,1000,"error_rates"
"Mother",0.0282012144570593,0.0805766715619353,"small",0.656,0,2,500,1000,"error_rates"
"Mother",0.0290736536914609,0.0805766715619353,"small",0.655,0,2,500,1000,"error_rates"
"Mother",0.0294830213147501,0.0805766715619353,"small",0.656,0,2,500,1000,"error_rates"
"Mother",0.03,0.0805766715619353,"small",0.656,0,2,500,1000,"error_rates"
"Mother",0.04,0.0805766715619353,"small",0.662,0,2,500,1000,"error_rates"
"Mother",0.0413162104653558,0.0805766715619353,"small",0.662,0,2,500,1000,"error_rates"
"Mother",0.05,0.0805766715619353,"small",0.675,0,2,500,1000,"error_rates"
"Mother",0.06,0.0805766715619353,"small",0.681,0,2,500,1000,"error_rates"
"Mother",0.07,0.0805766715619353,"small",0.687,0,2,500,1000,"error_rates"
"Mother",0.08,0.0805766715619353,"small",0.694,0,2,500,1000,"error_rates"
"Mother",0.09,0.0805766715619353,"small",0.698,0,2,500,1000,"error_rates"
"Mother",0.1,0.0805766715619353,"small",0.713,0,2,500,1000,"error_rates"
"Mother",0.11,0.0805766715619353,"small",0.721,0,2,500,1000,"error_rates"
"Mother",0.12,0.0805766715619353,"small",0.723,0,2,500,1000,"error_rates"
"Mother",0.13,0.0805766715619353,"small",0.733,0,2,500,1000,"error_rates"
"Mother",0.14,0.0805766715619353,"small",0.736,0,2,500,1000,"error_rates"
"Mother",0.15,0.0805766715619353,"small",0.741,0,2,500,1000,"error_rates"
"Mother",0.16,0.0805766715619353,"small",0.744,0,2,500,1000,"error_rates"
"Mother",0.17,0.0805766715619353,"small",0.754,0,2,500,1000,"error_rates"
"Mother",0.18,0.0805766715619353,"small",0.763,0,2,500,1000,"error_rates"
"Mother",0.19,0.0805766715619353,"small",0.763,0,2,500,1000,"error_rates"
"Mother",0.2,0.0805766715619353,"small",0.768,0,2,500,1000,"error_rates"
"Mother",0.25,0.0805766715619353,"small",0.789,0,2,500,1000,"error_rates"
"Mother",0.3,0.0805766715619353,"small",0.816,0,2,500,1000,"error_rates"
"Mother",0.35,0.0805766715619353,"small",0.834,0,2,500,1000,"error_rates"
"Mother",0.4,0.0805766715619353,"small",0.849,0,2,500,1000,"error_rates"
"Mother",0.45,0.0805766715619353,"small",0.862,0,2,500,1000,"error_rates"
"Mother",0.5,0.0805766715619353,"small",0.879,0,2,500,1000,"error_rates"
"Zero",0,0.0873475815349229,"fixed",0.814,0,3,500,1000,"error_rates"
"Zero",0.01,0.0873475815349229,"fixed",0.801,0,3,500,1000,"error_rates"
"Zero",0.02,0.0873475815349229,"fixed",0.772,0,3,500,1000,"error_rates"
"Zero",0.0282012144570593,0.0873475815349229,"fixed",0.749,0,3,500,1000,"error_rates"
"Zero",0.0290736536914609,0.0873475815349229,"fixed",0.752,0,3,500,1000,"error_rates"
"Zero",0.0294830213147501,0.0873475815349229,"fixed",0.753,0,3,500,1000,"error_rates"
"Zero",0.03,0.0873475815349229,"fixed",0.753,0,3,500,1000,"error_rates"
"Zero",0.04,0.0873475815349229,"fixed",0.709,0,3,500,1000,"error_rates"
"Zero",0.0413162104653558,0.0873475815349229,"fixed",0.714,0,3,500,1000,"error_rates"
"Zero",0.05,0.0873475815349229,"fixed",0.656,0,3,500,1000,"error_rates"
"Zero",0.06,0.0873475815349229,"fixed",0.577,0,3,500,1000,"error_rates"
"Zero",0.07,0.0873475815349229,"fixed",0.472,0,3,500,1000,"error_rates"
"Zero",0.08,0.0873475815349229,"fixed",0.315,0,3,500,1000,"error_rates"
"Zero",0.09,0.0873475815349229,"fixed",0.104,0,3,500,1000,"error_rates"
"Zero",0.1,0.0873475815349229,"fixed",0.054,0,3,500,1000,"error_rates"
"Zero",0.11,0.0873475815349229,"fixed",0.075,0,3,500,1000,"error_rates"
"Zero",0.12,0.0873475815349229,"fixed",0.089,0,3,500,1000,"error_rates"
"Zero",0.13,0.0873475815349229,"fixed",0.102,0,3,500,1000,"error_rates"
"Zero",0.14,0.0873475815349229,"fixed",0.129,0,3,500,1000,"error_rates"
"Zero",0.15,0.0873475815349229,"fixed",0.137,0,3,500,1000,"error_rates"
"Zero",0.16,0.0873475815349229,"fixed",0.14,0,3,500,1000,"error_rates"
"Zero",0.17,0.0873475815349229,"fixed",0.15,0,3,500,1000,"error_rates"
"Zero",0.18,0.0873475815349229,"fixed",0.168,0,3,500,1000,"error_rates"
"Zero",0.19,0.0873475815349229,"fixed",0.181,0,3,500,1000,"error_rates"
"Zero",0.2,0.0873475815349229,"fixed",0.194,0,3,500,1000,"error_rates"
"Zero",0.25,0.0873475815349229,"fixed",0.249,0,3,500,1000,"error_rates"
"Zero",0.3,0.0873475815349229,"fixed",0.286,0,3,500,1000,"error_rates"
"Zero",0.35,0.0873475815349229,"fixed",0.29,0,3,500,1000,"error_rates"
"Zero",0.4,0.0873475815349229,"fixed",0.283,0,3,500,1000,"error_rates"
"Zero",0.45,0.0873475815349229,"fixed",0.315,0,3,500,1000,"error_rates"
"Zero",0.5,0.0873475815349229,"fixed",0.318,0,3,500,1000,"error_rates"
"Mother",0,0.0873475815349229,"fixed",0.827,0,3,500,1000,"error_rates"
"Mother",0.01,0.0873475815349229,"fixed",0.82,0,3,500,1000,"error_rates"
"Mother",0.02,0.0873475815349229,"fixed",0.802,0,3,500,1000,"error_rates"
"Mother",0.0282012144570593,0.0873475815349229,"fixed",0.785,0,3,500,1000,"error_rates"
"Mother",0.0290736536914609,0.0873475815349229,"fixed",0.785,0,3,500,1000,"error_rates"
"Mother",0.0294830213147501,0.0873475815349229,"fixed",0.786,0,3,500,1000,"error_rates"
"Mother",0.03,0.0873475815349229,"fixed",0.787,0,3,500,1000,"error_rates"
"Mother",0.04,0.0873475815349229,"fixed",0.782,0,3,500,1000,"error_rates"
"Mother",0.0413162104653558,0.0873475815349229,"fixed",0.78,0,3,500,1000,"error_rates"
"Mother",0.05,0.0873475815349229,"fixed",0.771,0,3,500,1000,"error_rates"
"Mother",0.06,0.0873475815349229,"fixed",0.766,0,3,500,1000,"error_rates"
"Mother",0.07,0.0873475815349229,"fixed",0.758,0,3,500,1000,"error_rates"
"Mother",0.08,0.0873475815349229,"fixed",0.741,0,3,500,1000,"error_rates"
"Mother",0.09,0.0873475815349229,"fixed",0.729,0,3,500,1000,"error_rates"
"Mother",0.1,0.0873475815349229,"fixed",0.719,0,3,500,1000,"error_rates"
"Mother",0.11,0.0873475815349229,"fixed",0.713,0,3,500,1000,"error_rates"
"Mother",0.12,0.0873475815349229,"fixed",0.701,0,3,500,1000,"error_rates"
"Mother",0.13,0.0873475815349229,"fixed",0.692,0,3,500,1000,"error_rates"
"Mother",0.14,0.0873475815349229,"fixed",0.683,0,3,500,1000,"error_rates"
"Mother",0.15,0.0873475815349229,"fixed",0.677,0,3,500,1000,"error_rates"
"Mother",0.16,0.0873475815349229,"fixed",0.673,0,3,500,1000,"error_rates"
"Mother",0.17,0.0873475815349229,"fixed",0.659,0,3,500,1000,"error_rates"
"Mother",0.18,0.0873475815349229,"fixed",0.652,0,3,500,1000,"error_rates"
"Mother",0.19,0.0873475815349229,"fixed",0.647,0,3,500,1000,"error_rates"
"Mother",0.2,0.0873475815349229,"fixed",0.638,0,3,500,1000,"error_rates"
"Mother",0.25,0.0873475815349229,"fixed",0.621,0,3,500,1000,"error_rates"
"Mother",0.3,0.0873475815349229,"fixed",0.608,0,3,500,1000,"error_rates"
"Mother",0.35,0.0873475815349229,"fixed",0.595,0,3,500,1000,"error_rates"
"Mother",0.4,0.0873475815349229,"fixed",0.586,0,3,500,1000,"error_rates"
"Mother",0.45,0.0873475815349229,"fixed",0.577,0,3,500,1000,"error_rates"
"Mother",0.5,0.0873475815349229,"fixed",0.577,0,3,500,1000,"error_rates"
"Zero",0,0.0873475815349229,"small",0.831,0,3,500,1000,"error_rates"
"Zero",0.01,0.0873475815349229,"small",0.836,0,3,500,1000,"error_rates"
"Zero",0.02,0.0873475815349229,"small",0.849,0,3,500,1000,"error_rates"
"Zero",0.0282012144570593,0.0873475815349229,"small",0.853,0,3,500,1000,"error_rates"
"Zero",0.0290736536914609,0.0873475815349229,"small",0.857,0,3,500,1000,"error_rates"
"Zero",0.0294830213147501,0.0873475815349229,"small",0.86,0,3,500,1000,"error_rates"
"Zero",0.03,0.0873475815349229,"small",0.862,0,3,500,1000,"error_rates"
"Zero",0.04,0.0873475815349229,"small",0.877,0,3,500,1000,"error_rates"
"Zero",0.0413162104653558,0.0873475815349229,"small",0.882,0,3,500,1000,"error_rates"
"Zero",0.05,0.0873475815349229,"small",0.882,0,3,500,1000,"error_rates"
"Zero",0.06,0.0873475815349229,"small",0.887,0,3,500,1000,"error_rates"
"Zero",0.07,0.0873475815349229,"small",0.891,0,3,500,1000,"error_rates"
"Zero",0.08,0.0873475815349229,"small",0.898,0,3,500,1000,"error_rates"
"Zero",0.09,0.0873475815349229,"small",0.906,0,3,500,1000,"error_rates"
"Zero",0.1,0.0873475815349229,"small",0.917,0,3,500,1000,"error_rates"
"Zero",0.11,0.0873475815349229,"small",0.926,0,3,500,1000,"error_rates"
"Zero",0.12,0.0873475815349229,"small",0.933,0,3,500,1000,"error_rates"
"Zero",0.13,0.0873475815349229,"small",0.939,0,3,500,1000,"error_rates"
"Zero",0.14,0.0873475815349229,"small",0.941,0,3,500,1000,"error_rates"
"Zero",0.15,0.0873475815349229,"small",0.949,0,3,500,1000,"error_rates"
"Zero",0.16,0.0873475815349229,"small",0.955,0,3,500,1000,"error_rates"
"Zero",0.17,0.0873475815349229,"small",0.958,0,3,500,1000,"error_rates"
"Zero",0.18,0.0873475815349229,"small",0.964,0,3,500,1000,"error_rates"
"Zero",0.19,0.0873475815349229,"small",0.968,0,3,500,1000,"error_rates"
"Zero",0.2,0.0873475815349229,"small",0.969,0,3,500,1000,"error_rates"
"Zero",0.25,0.0873475815349229,"small",0.974,0,3,500,1000,"error_rates"
"Zero",0.3,0.0873475815349229,"small",0.984,0,3,500,1000,"error_rates"
"Zero",0.35,0.0873475815349229,"small",0.994,0,3,500,1000,"error_rates"
"Zero",0.4,0.0873475815349229,"small",0.995,0,3,500,1000,"error_rates"
"Zero",0.45,0.0873475815349229,"small",0.997,0,3,500,1000,"error_rates"
"Zero",0.5,0.0873475815349229,"small",0.997,0,3,500,1000,"error_rates"
"Mother",0,0.0873475815349229,"small",0.831,0,3,500,1000,"error_rates"
"Mother",0.01,0.0873475815349229,"small",0.832,0,3,500,1000,"error_rates"
"Mother",0.02,0.0873475815349229,"small",0.844,0,3,500,1000,"error_rates"
"Mother",0.0282012144570593,0.0873475815349229,"small",0.847,0,3,500,1000,"error_rates"
"Mother",0.0290736536914609,0.0873475815349229,"small",0.845,0,3,500,1000,"error_rates"
"Mother",0.0294830213147501,0.0873475815349229,"small",0.846,0,3,500,1000,"error_rates"
"Mother",0.03,0.0873475815349229,"small",0.847,0,3,500,1000,"error_rates"
"Mother",0.04,0.0873475815349229,"small",0.857,0,3,500,1000,"error_rates"
"Mother",0.0413162104653558,0.0873475815349229,"small",0.859,0,3,500,1000,"error_rates"
"Mother",0.05,0.0873475815349229,"small",0.864,0,3,500,1000,"error_rates"
"Mother",0.06,0.0873475815349229,"small",0.869,0,3,500,1000,"error_rates"
"Mother",0.07,0.0873475815349229,"small",0.874,0,3,500,1000,"error_rates"
"Mother",0.08,0.0873475815349229,"small",0.88,0,3,500,1000,"error_rates"
"Mother",0.09,0.0873475815349229,"small",0.88,0,3,500,1000,"error_rates"
"Mother",0.1,0.0873475815349229,"small",0.886,0,3,500,1000,"error_rates"
"Mother",0.11,0.0873475815349229,"small",0.892,0,3,500,1000,"error_rates"
"Mother",0.12,0.0873475815349229,"small",0.894,0,3,500,1000,"error_rates"
"Mother",0.13,0.0873475815349229,"small",0.896,0,3,500,1000,"error_rates"
