"","2","3","4"
"0.005",0.00457711505604182,0.00385716624686826,0.00343047063975418
"0.01",0.00469672618593785,0.00395047987139265,0.00355894059959048
"0.015",0.00486756076912483,0.0040881255813299,0.00364264700702329
"0.02",0.00498740393268575,0.00417271405244394,0.00377080804224568
"0.025",0.00507283037011134,0.00431260143294941,0.00389687839911151
"0.03",0.00518687202028982,0.00446062200863927,0.0040586905782223
"0.035",0.00530462132094131,0.00460746922707909,0.00421088732439857
"0.04",0.00541960699439526,0.00476699642646747,0.00435763871515323
"0.045",0.0055729098188298,0.00491861567091344,0.00448905471114517
"0.05",0.00572648397671634,0.00506420411458161,0.00462232076254118
"0.055",0.00588745613571203,0.00522657111384469,0.00477446651717705
"0.06",0.00602869631369402,0.0053450326691153,0.0049419061837941
"0.065",0.00620797200406958,0.00550549685157726,0.00511120690241056
"0.07",0.00636165389796115,0.00566673099584359,0.00529416362474619
"0.075",0.00653282176693709,0.00584365093784821,0.00549365538859717
"0.08",0.00667238277752277,0.00600953478344649,0.00567463594110055
"0.085",0.00681294090433632,0.00616786643828947,0.00588490911278103
"0.09",0.0069768195125301,0.0063357703457827,0.00607549398057859
"0.095",0.00712633356062515,0.00654536411631264,0.00629996433880397
"0.1",0.00731162692776809,0.00677781315616758,0.00650295537893817
"0.105",0.0074769155828334,0.00698626979041534,0.00676008325874745
"0.11",0.007638111483169,0.00714722749951009,0.0069947321193401
"0.115",0.00782475437892757,0.00736709972137818,0.00724253048958366
"0.12",0.00798291630990197,0.00758427146108159,0.00748676191269357
"0.125",0.0081439380553643,0.00780215563199812,0.00769308392343691
"0.13",0.00836891340349157,0.00800703189112129,0.00792389861810468
"0.135",0.00853890458247113,0.00821540756521046,0.00814441326253321
"0.14",0.0086805273834952,0.00851260793762576,0.00839090852813517
"0.145",0.00885490734307871,0.00871912739009264,0.00853066443605668
"0.15",0.00906384198895097,0.00890154057679655,0.00876213020601517
"0.155",0.00922545518843349,0.00912101419052225,0.00905047814300495
"0.16",0.0094923140555542,0.00929059685507479,0.00929922291222878
"0.165",0.00966434975639075,0.00955001321583687,0.00960050853221896
"0.17",0.00987718719492708,0.00976727186663326,0.00983320450799494
"0.175",0.0101005288020051,0.00999672145754533,0.0100555080052999
"0.18",0.0102656132890284,0.0102510346528226,0.0103375781785775
"0.185",0.0104403469789919,0.0104393785649963,0.010591367906476
"0.19",0.01066934001034,0.0106943942928325,0.0108204504242964
"0.195",0.0109403968508477,0.0109097168739045,0.0111007217031836
"0.2",0.0111278215050197,0.0111218204710585,0.0113967900032508
"0.205",0.0113422380561934,0.0113337172775408,0.0116890520368362
"0.21",0.0115100910849604,0.0115575367154407,0.0119655937081421
"0.215",0.0117366307416127,0.011829542995451,0.0122557307586876
"0.22",0.0119529774434036,0.012064219179688,0.0125076938936833
"0.225",0.0122083917386343,0.0122490509831834,0.0127845029689426
"0.23",0.01246721962642,0.0125448076785103,0.0131125571269319
"0.235",0.012740787273074,0.0127982348260468,0.0134530782767882
"0.24",0.0129928981010029,0.0130395649744942,0.0137190365476198
"0.245",0.0132504203017712,0.0133458116485489,0.0140239309188759
"0.25",0.0134736113637585,0.0135919400002899,0.0143396353363707
"0.255",0.0137477785902467,0.0139769474187233,0.0146700495132196
"0.26",0.0139146966752215,0.014236170038605,0.0149399025989875
"0.265",0.0141843490997668,0.0144108002599725,0.0151951387655142
"0.27",0.0144340537519365,0.0147327731737604,0.0154823587903086
"0.275",0.0146429857555595,0.0150245202001344,0.0157559631144729
"0.28",0.0149243800269364,0.0153017611913509,0.0160547809073702
"0.285",0.0151502710549401,0.015569952475355,0.0163218239571913
"0.29",0.0154128298275951,0.0157950093083262,0.0167135301873447
"0.295",0.0157001181599517,0.0161500959104441,0.0169995349504077
"0.3",0.0158874843660964,0.0164578261864757,0.0172361282648504
"0.305",0.0160932158564286,0.0167647597920444,0.0175301339613749
"0.31",0.0163700823303411,0.0170018721491175,0.0177490352879566
"0.315",0.0164773575775044,0.0172847381768017,0.0180830132938997
"0.32",0.016689858484038,0.0175257788817903,0.0183328572261979
"0.325",0.0169483104869201,0.0178039171379333,0.0186361945407488
"0.33",0.0172531616100077,0.0180937276219655,0.0189583598256012
"0.335",0.0173534594606248,0.0183141362373349,0.0192768886677406
"0.34",0.0176346317379611,0.0185855653700824,0.0195262479346339
"0.345",0.0179182391903486,0.0189451475247221,0.0197120527503033
"0.35",0.018077891008355,0.0191904062218584,0.019991716521832
"0.355",0.018261295988039,0.0195378121454344,0.0201390353596552
"0.36",0.0184180758553032,0.0197827169620536,0.0204860854583673
"0.365",0.0186507046983565,0.0201247284961035,0.0208825176448586
"0.37",0.0190265185571077,0.0203111117920672,0.0212160955743892
"0.375",0.0193250597934526,0.0205796512667574,0.0214784703320096
"0.38",0.0195013002696203,0.0207629810469856,0.021678670077344
"0.385",0.0197664287366398,0.0210811497253959,0.0220455388555787
"0.39",0.0200236846325579,0.021399057791386,0.0224179042613029
"0.395",0.0203072556108046,0.0217645507527775,0.0227504937349951
