"","2","3","4"
"0.005",0.00304299063106779,0.00268428726523794,0.00247534854677049
"0.01",0.00318322705625818,0.00281191738698633,0.00262910283045422
"0.015",0.00329357274128412,0.00295288166956759,0.00278715600652724
"0.02",0.00342917586202354,0.003114766571913,0.00297190569320315
"0.025",0.00355886460265181,0.00328752772940693,0.00318055599771826
"0.03",0.00370085236846871,0.00346896353479794,0.00341792173025567
"0.035",0.00386221883230365,0.00367297285895466,0.00369600914161205
"0.04",0.00401653679742757,0.00394318044747487,0.00406309517117279
"0.045",0.00422310853550586,0.0042281646219351,0.00454855081373946
"0.05",0.00441436638201237,0.00462235618591454,0.00523295817023555
"0.055",0.00463210443057305,0.00504894873431083,0.00618975255149398
"0.06",0.00493098364292629,0.00558937842942023,0.00798515148128964
"0.065",0.00524288550842652,0.00632234630800285,0.0117512822001139
"0.07",0.00559599968041767,0.00721858860451831,0.0351090190014448
"0.075",0.00596322607468338,0.00856391637950188,687.134051366604
"0.08",0.00640586048297658,0.0108365041560502,3672.52108498513
"0.085",0.00692870752922261,0.0151819980213512,7571.32908165903
"0.09",0.00754797991224183,0.0287182493109855,11438.8935996554
"0.095",0.00830430988714781,21.1827338178465,15045.7201889259
"0.1",0.00930390805868643,1677.76060235789,18174.7758150537
"0.105",0.0103172479759901,4600.00641609299,21155.1367545039
"0.11",0.0115788835620645,8093.25115934489,24198.3292649973
"0.115",0.0136122167369777,11809.8511019548,26494.7789900092
"0.12",0.016075707877198,15255.409601104,29129.078981263
"0.125",0.0190068391626424,18672.2666322743,31309.7473194999
"0.13",0.0238119716203878,22603.7702912162,33591.2428694114
"0.135",0.0342768589286458,25645.0305851303,35708.6492350817
"0.14",0.0536100791011992,28769.2409693764,37379.4377136618
"0.145",0.136973207771101,32043.095856415,38754.6792082816
"0.15",168.440824422577,35080.2112236673,40832.2566089611
"0.155",1583.37548358123,38142.2325167831,42395.2604500758
"0.16",3971.83259057633,39932.3029610418,43670.1926170413
"0.165",5804.40285207723,41817.550816342,44960.2597895946
"0.17",8542.70162702902,44966.9701446893,46665.0100511159
"0.175",11342.5719221607,46284.0083928354,47662.1575955009
"0.18",13210.835005315,49436.2759361344,48589.6677283064
"0.185",16465.2906760743,51623.2032016026,49214.8807997858
"0.19",19040.2885055686,53037.7561022852,49994.8788411377
"0.195",20941.7179764437,55310.2810600235,50780.2034531591
"0.2",23816.825722213,56692.144201788,51559.9265990086
"0.205",26729.5384797689,58310.1873778784,52469.0300776867
"0.21",30195.6883410533,59617.2657421544,53208.3258872901
"0.215",33115.0312694775,60882.1446304061,53979.1460806414
"0.22",36831.7617110999,61588.2806002338,54468.143865723
"0.225",38274.2817361493,63261.2932818616,55324.4034038997
"0.23",41806.6368899327,65486.5090021363,56287.1396702385
"0.235",44503.9857686261,67502.2232466621,57280.3988840569
"0.24",48040.7036922247,69503.1202108205,58418.8092920148
"0.245",50003.7510093231,71219.0543227538,59354.731839191
"0.25",52893.6033082629,72934.4462066331,60447.8702684817
"0.255",55328.7201246385,74791.3882820554,61017.2688057181
"0.26",58268.2097609919,75814.4263312935,61827.2886546634
"0.265",61800.9016686344,77400.3314457546,62062.4338049883
"0.27",65452.974251423,79047.8010305238,62829.0092088213
