"","2","3","4"
"0.005",0.00283448147542146,0.00263472402894933,0.00249034066256767
"0.01",0.00305168808919246,0.00274998155261928,0.00265151169607244
"0.015",0.00332143824830975,0.0028355461844525,0.00294636593362019
"0.02",0.00339352659405625,0.00316053109347012,0.00313004601748708
"0.025",0.00335581229719144,0.00342006722416442,0.0033751872976625
"0.03",0.00347342928670855,0.0037650490291608,0.00391201454415352
"0.035",0.00369727051087491,0.00404508316329641,0.00523389259604683
"0.04",0.00392553494813472,0.00505050455035226,0.00703118543800138
"0.045",0.0043256243266071,0.00668763389553088,0.0193708051501447
"0.05",0.00481478470683709,0.00874846883510459,3500.47356833601
"0.055",0.00529580934820335,0.0123360567002059,9477.05957012555
"0.06",0.00581384874597693,0.0533547521559279,14871.2752801061
"0.065",0.0066353312104231,2239.13283732091,20168.5579643901
"0.07",0.00807304116470379,6466.09229654667,22082.3765608179
"0.075",0.0076114718119687,9575.4507053675,23791.3617071896
"0.08",0.00870438548336232,13424.0539839796,26876.4447880357
"0.085",0.0140962960626308,22857.8359010382,29839.5330346607
"0.09",0.02485825420304,25826.8420470194,29721.5680547198
"0.095",0.0543639318926286,26770.5275616083,32827.212102121
"0.1",457.788139299582,31160.6753565681,34304.7406516204
"0.105",1311.74661517081,37826.2907776068,38694.8299767457
"0.11",2684.81796351248,40880.1246547375,39177.654950617
"0.115",3011.95099368127,40278.9042853041,37701.2210175826
"0.12",2730.40480162576,40319.6156182902,40980.0484674019
"0.125",4940.24315746112,47095.1990536559,42761.1198572129
"0.13",6549.83326589853,49162.7320296657,41814.2358400581
"0.135",8188.486734148,53103.2698056324,42273.6024221443
"0.14",13123.83649424,57187.8642666857,41796.8416253813
"0.145",15121.9391222572,62615.5456623261,45876.8667516463
"0.15",29782.8650524925,55004.702377019,44948.5317074092
"0.155",37848.564348587,60286.373658097,46481.2860114712
"0.16",44160.6313545044,66548.137466453,47860.9705981528
"0.165",60544.4717077776,66143.9510211178,47659.0795301825
"0.17",47199.374289044,63714.3260320308,46828.4264058888
"0.175",67543.3362659294,68052.5980740702,49331.8019924093
"0.18",69280.8282155416,66739.4352916369,52244.2088296832
"0.185",65479.447929826,69236.8779134436,51198.7343382622
"0.19",54003.6432651546,70364.8769425661,51470.2325468111
"0.195",57915.097497262,68590.0069368835,51602.2979751939
"0.2",62343.2607496167,70729.3367700006,52754.2959224813
"0.205",70292.9679710185,69931.9300325566,54101.4347352318
"0.21",74301.6588883032,70294.9755421835,55675.8950759069
"0.215",73490.4615640461,69653.1682608379,55113.0880164559
"0.22",78743.1247692662,71988.0720649743,56372.3901501445
"0.225",85345.6166052038,69750.2825979424,56667.8133062433
"0.23",83352.68096768,74408.5752601133,59400.0950187369
"0.235",86956.0891322401,80164.8209128509,61544.8895525987
"0.24",90449.7980745037,86609.051596797,61872.3687543427
"0.245",89181.6709984399,87694.7065165071,64238.5280983705
"0.25",108968.400230018,88905.0020564005,67299.4103477117
"0.255",97852.8419134824,83886.3827562652,68664.8594206848
"0.26",88173.7873554336,84702.5866855016,68878.9181271149
"0.265",92138.6746684713,89636.7271784097,70175.9862269052
"0.27",110447.498851671,86254.3988382022,69899.8529740181
"0.275",108109.358015978,85045.332262946,72766.1402193377
"0.28",111177.786079633,88233.5727007411,73121.6284681243
